contexto,lacuna,gabarito,classificacao,correcao
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,brincavamos,brincávamos,verbo,aceitavel
O acendedor de lampiões [LACUNA] quando escurecia,acendia,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],anoitecia,escurecia,verbo,aceitavel
Muita coisa [LACUNA] quando a eletricidade chegou,-,mudou,-,incorreta
Muita coisa mudou quando a eletricidade [LACUNA],-,chegou,-,incorreta
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,-,chegou,-,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,as,ouvia,artigo,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,-,foi,-,incorreta
Todo mundo [LACUNA],-,viu,-,incorreta
Os primeiros automóveis [LACUNA] uma sensação,-,foram,-,incorreta
Os ônibus também [LACUNA],-,chegaram,-,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,-,desapareceram,-,incorreta
A cidade [LACUNA] e a nossa vida também,-,mudou,-,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",-,chegavam,-,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,-,era,-,incorreta
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,-,comprou,-,incorreta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,-,começaram,-,incorreta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,-,fabricá,-,incorreta
São Paulo [LACUNA] muito,-,cresceu,-,incorreta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,cresceu,-,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,era,-,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",-,causou,-,incorreta
"Mesmo assim, eu [LACUNA] dela",lembro,gosto,verbo,classe_correta
Aqui [LACUNA] minhas lembranças,as,estão,artigo,incorreta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,bem,trabalhava,advérbio de intensidade,incorreta
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",gostava,ganhava,verbo,classe_correta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",tinha,juntou,verbo,classe_correta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",viajava,mudamos,verbo,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,entrar,viajar,verbo,classe_correta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,saia,soltava,verbo,aceitavel
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,ficavamos,brincávamos,verbo,classe_correta
O acendedor de lampiões [LACUNA] quando escurecia,acendia,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],anoitecia,escurecia,verbo,aceitavel
Muita coisa [LACUNA] quando a eletricidade chegou,surgiu,mudou,verbo,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],nasceu,chegou,verbo,aceitavel
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,falava,chegou,verbo,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,assistia,ouvia,verbo,classe_correta
A inauguração dos bondes elétricos [LACUNA] uma emoção,foi,foi,verbo,exata
Todo mundo [LACUNA],gostou,viu,verbo,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,era,foram,verbo,aceitavel
Os ônibus também [LACUNA],foram,chegaram,verbo,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,saiam,desapareceram,verbo,aceitavel
A cidade [LACUNA] e a nossa vida também,cresceu,mudou,verbo,classe_correta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",surgiram,chegavam,verbo,aceitavel
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,tinha,comprou,verbo,aceitavel
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,conseguiram,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,conquistá,fabricá,verbo,classe_correta
São Paulo [LACUNA] muito,cresceu,cresceu,verbo,exata
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",falavam,dizem,verbo,aceitavel
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",era,é,verbo,aceitavel
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",cresceu,cresceu,verbo,exata
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",era,era,verbo,exata
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",gerou,causou,verbo,aceitavel
"Mesmo assim, eu [LACUNA] dela",gostei,gosto,verbo,aceitavel
Aqui [LACUNA] minhas lembranças,fica,estão,verbo,aceitavel
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalhava,trabalhava,verbo,exata
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",ganhava,ganhava,verbo,exata
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",o,juntou,artigo,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",vamos,mudamos,verbo,aceitavel
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,era,viajar,verbo,classe_correta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,tinha,soltava,verbo,aceitavel
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,moravamos,brincávamos,verbo,classe_correta
O acendedor de lampiões [LACUNA] quando escurecia,apagava,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],frio,escurecia,nome substantivo,incorreta
Muita coisa [LACUNA] quando a eletricidade chegou,foi,mudou,verbo,classe_correta
Muita coisa mudou quando a eletricidade [LACUNA],veio,chegou,verbo,aceitavel
As lâmpadas elétricas [LACUNA] os lampiões a gás,e,substituíram,conjunção aditiva,incorreta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,da,chegou,contração,incorreta
O rádio chegou e a família toda [LACUNA] notícias e novelas,nas,ouvia,contração,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,era,foi,verbo,aceitavel
Todo mundo [LACUNA],lá,viu,advérbio de lugar,incorreta
Os primeiros automóveis [LACUNA] uma sensação,foi,foram,verbo,aceitavel
Os ônibus também [LACUNA],forão,chegaram,verbo,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,sugirão,desapareceram,verbo,classe_correta
A cidade [LACUNA] e a nossa vida também,grande,mudou,adjetivo,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",era,chegavam,verbo,classe_correta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,é,era,verbo,aceitavel
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,ve,comprou,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,ficâo,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,neli,fabricá,contração,incorreta
São Paulo [LACUNA] muito,é,cresceu,verbo,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,dizem,-,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",-,é,-,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",e,cresceu,conjunção aditiva,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",é,era,verbo,aceitavel
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",sâo,causou,verbo,classe_correta
"Mesmo assim, eu [LACUNA] dela",lembro,gosto,verbo,classe_correta
Aqui [LACUNA] minhas lembranças,é,estão,verbo,aceitavel
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalhava,trabalhava,verbo,exata
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",para,ganhava,preposição,incorreta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",sem,juntou,preposição,incorreta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",ir,mudamos,verbo,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,linda,viajar,adjetivo,incorreta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,fumaça,soltava,nome substantivo,incorreta
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",era,era,verbo,exata
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",era,era,verbo,exata
Nós [LACUNA] na rua de tardezinha,fomos,brincávamos,verbo,classe_correta
O acendedor de lampiões [LACUNA] quando escurecia,acenderam,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],vimos,escurecia,verbo,classe_correta
Muita coisa [LACUNA] quando a eletricidade chegou,a,mudou,artigo,incorreta
Muita coisa mudou quando a eletricidade [LACUNA],foi,chegou,verbo,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,tinham,substituíram,verbo,classe_correta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,assistiam,chegou,verbo,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,as,ouvia,artigo,incorreta
A inauguração dos bondes elétricos [LACUNA] uma emoção,eram,foi,verbo,aceitavel
Todo mundo [LACUNA],queria,viu,verbo,classe_correta
Os primeiros automóveis [LACUNA] uma sensação,caros,foram,adjetivo,incorreta
Os ônibus também [LACUNA],foi,chegaram,verbo,classe_correta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,vinham,desapareceram,verbo,classe_correta
A cidade [LACUNA] e a nossa vida também,linda,mudou,adjetivo,incorreta
"Mais novidades [LACUNA] a cada dia: panelas de alumínio, geladeira, liquidificador, aspirador de pó, fogão a gás, objetos de plástico, roupas de náilon e a televisão",de,chegavam,preposição,incorreta
Mas quem [LACUNA] pobre só comprou essas coisas depois que começaram a fabricá-las no Brasil,era,era,verbo,exata
Mas quem era pobre só [LACUNA] essas coisas depois que começaram a fabricá-las no Brasil,não,comprou,advérbio de negação,incorreta
Mas quem era pobre só comprou essas coisas depois que [LACUNA] a fabricá-las no Brasil,tinham,começaram,verbo,classe_correta
Mas quem era pobre só comprou essas coisas depois que começaram a [LACUNA]-las no Brasil,que,fabricá,conjunção subordinativa,incorreta
São Paulo [LACUNA] muito,aviam,cresceu,verbo,classe_correta
"As pessoas [LACUNA] que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",ricas,dizem,adjetivo,incorreta
"As pessoas dizem que [LACUNA] a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",pobre,é,adjetivo,incorreta
"As pessoas dizem que é a cidade que mais depressa [LACUNA] no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",que,cresceu,pronome relativo,incorreta
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso [LACUNA] motivo de orgulho para os paulistas, mas esse crescimento causou muitos problemas",é,era,verbo,aceitavel
"As pessoas dizem que é a cidade que mais depressa cresceu no mundo, isso era motivo de orgulho para os paulistas, mas esse crescimento [LACUNA] muitos problemas",eram,causou,verbo,classe_correta
"Mesmo assim, eu [LACUNA] dela",parei,gosto,verbo,classe_correta
Aqui [LACUNA] minhas lembranças,muitas,estão,pronome indefinido,incorreta
Meu pai era lavrador e [LACUNA] duro nas fazendas de café,trabalha,trabalhava,verbo,aceitavel
"Ele [LACUNA] pouco, mas juntou dinheiro e mudamos para a cidade de São Paulo",trabalha,ganhava,verbo,classe_correta
"Ele ganhava pouco, mas [LACUNA] dinheiro e mudamos para a cidade de São Paulo",ganha,juntou,verbo,classe_correta
"Ele ganhava pouco, mas juntou dinheiro e [LACUNA] para a cidade de São Paulo",viaja,mudamos,verbo,classe_correta
Que emoção [LACUNA] naquele trem que soltava fagulhas pela chaminé,legal,viajar,adjetivo,incorreta
Que emoção viajar naquele trem que [LACUNA] fagulhas pela chaminé,tem,soltava,verbo,aceitavel
"A nossa casa [LACUNA] pequena, mas o quintal era enorme",é,era,verbo,aceitavel
"A nossa casa era pequena, mas o quintal [LACUNA] enorme",é,era,verbo,aceitavel
Nós [LACUNA] na rua de tardezinha,estavamos,brincávamos,verbo,classe_correta
O acendedor de lampiões [LACUNA] quando escurecia,é,passava,verbo,classe_correta
O acendedor de lampiões passava quando [LACUNA],acende,escurecia,verbo,classe_correta
Muita coisa [LACUNA] quando a eletricidade chegou,acontece,mudou,verbo,aceitavel
Muita coisa mudou quando a eletricidade [LACUNA],acaba,chegou,verbo,classe_correta
As lâmpadas elétricas [LACUNA] os lampiões a gás,acendem,substituíram,verbo,classe_correta
O rádio [LACUNA] e a família toda ouvia notícias e novelas,informa,chegou,verbo,classe_correta
O rádio chegou e a família toda [LACUNA] notícias e novelas,assiste,ouvia,verbo,classe_correta
A inauguração dos bondes elétricos [LACUNA] uma emoção,é,foi,verbo,aceitavel
Todo mundo [LACUNA],emocionado,viu,adjetivo,incorreta
Os primeiros automóveis [LACUNA] uma sensação,dá,foram,verbo,classe_correta
Os ônibus também [LACUNA],-,chegaram,-,incorreta
Os cavalos e burros [LACUNA] aos poucos do meio urbano,vão,desapareceram,verbo,classe_correta
A cidade [LACUNA] e a nossa vida também,-,mudou,-,incorreta
