contexto,lacuna,gabarito,classificacao,correcao,pontuacao_nlpcloze,correcao_nlpcloze
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",esperar,contarem,verbo,classe_correta,0.5,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",escrevesse,viajaram,verbo,classe_correta,0.5,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",enviassem,enviavam,verbo,aceitavel,1.0,grafia_incorreta
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",pediam,convidavam,verbo,classe_correta,1.0,aceitavel
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",mandar,verem,verbo,classe_correta,0.5,classe_correta
E [LACUNA] muitas histórias interessantes,contar,contavam,verbo,aceitavel,0.5,classe_correta
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",tinha,contava,verbo,classe_correta,0.5,classe_correta
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",reclamava,confirmava,verbo,classe_correta,1.0,aceitavel
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",era,suspirava,verbo,classe_correta,0.5,classe_correta
Só depois [LACUNA],-,descobriram,-,incorreta,0.0,branco
Não [LACUNA] coisa alguma,satisfeitos,viajavam,adjetivo,incorreta,0.0,incorreta
Eles [LACUNA] trancados em casa durante todo o mês de férias,-,ficavam,-,incorreta,0.0,branco
Ela [LACUNA] os folhetos das companhias de turismo,abre,estudava,verbo,classe_correta,0.5,classe_correta
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,rasga,editava,verbo,classe_correta,0.5,classe_correta
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,-,ficava,-,incorreta,0.0,branco
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",enviavam,Escrevia,verbo,classe_correta,1.0,aceitavel
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",com,colava,preposição,incorreta,0.0,incorreta
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,recontava,decorava,verbo,classe_correta,1.0,grafia_incorreta
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,desmenti,confirmá,verbo,classe_correta,0.5,classe_correta
Só [LACUNA] de casa à noite,em,saíam,preposição,incorreta,0.0,incorreta
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,fez,fazia,verbo,aceitavel,1.0,aceitavel
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,comprou,comprava,verbo,aceitavel,1.0,aceitavel
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,colocou,depositava,verbo,aceitavel,0.5,classe_correta
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",era,era,verbo,exata,1.0,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",trabalhava,trabalhava,verbo,exata,1.0,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",teve,juntaram,verbo,aceitavel,0.5,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",tudo,viajar,pronome indefinido,incorreta,0.0,incorreta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",trazer,contar,verbo,classe_correta,0.5,classe_correta
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",era,era,verbo,exata,1.0,exata
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",em,criaram,preposição,incorreta,0.0,incorreta
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",enviava,telefonavam,verbo,classe_correta,1.0,aceitavel
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",eles,contarem,pronome pessoal,incorreta,0.0,incorreta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",recebessem,viajaram,verbo,classe_correta,0.5,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",mandasse,enviavam,verbo,aceitavel,1.0,aceitavel
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",com,convidavam,preposição,incorreta,0.0,incorreta
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",guarda,verem,verbo,classe_correta,0.5,classe_correta
E [LACUNA] muitas histórias interessantes,também,contavam,advérbio de inclusão,incorreta,0.0,incorreta
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",sabia,contava,verbo,classe_correta,1.0,aceitavel
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",isso,confirmava,pronome relativo,incorreta,0.0,incorreta
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",muito,suspirava,advérbio de intensidade,incorreta,0.0,incorreta
Só depois [LACUNA],houve,descobriram,verbo,classe_correta,1.0,aceitavel
Não [LACUNA] coisa alguma,houve,viajavam,verbo,classe_correta,0.5,classe_correta
Eles [LACUNA] trancados em casa durante todo o mês de férias,eram,ficavam,verbo,classe_correta,1.0,aceitavel
Ela [LACUNA] os folhetos das companhias de turismo,lia,estudava,verbo,aceitavel,1.0,aceitavel
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,via,editava,verbo,classe_correta,1.0,aceitavel
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,das,ficava,contração,incorreta,0.0,incorreta
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",e,Escrevia,conjunção aditiva,incorreta,0.0,incorreta
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",e,colava,conjunção aditiva,incorreta,0.0,incorreta
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,ouvia,decorava,verbo,classe_correta,1.0,aceitavel
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,convence,confirmá,verbo,classe_correta,0.5,classe_correta
Só [LACUNA] de casa à noite,dia,saíam,nome substantivo,incorreta,0.0,incorreta
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,fazia,fazia,verbo,exata,1.0,exata
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,fazia,comprava,verbo,classe_correta,1.0,aceitavel
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,abria,depositava,verbo,classe_correta,0.5,classe_correta
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",era,era,verbo,exata,1.0,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",trabalhava,trabalhava,verbo,exata,1.0,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",teve,juntaram,verbo,aceitavel,0.5,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",gastar,viajar,verbo,classe_correta,0.5,classe_correta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",contar,contar,verbo,exata,1.0,exata
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",de,era,preposição,incorreta,0.0,incorreta
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",é,criaram,verbo,classe_correta,0.5,classe_correta
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",-,telefonavam,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",-,contarem,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",-,viajaram,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",-,enviavam,-,incorreta,0.0,branco
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",-,convidavam,-,incorreta,0.0,branco
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",-,verem,-,incorreta,0.0,branco
E [LACUNA] muitas histórias interessantes,-,contavam,-,incorreta,0.0,branco
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",-,contava,-,incorreta,0.0,branco
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",-,confirmava,-,incorreta,0.0,branco
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",-,suspirava,-,incorreta,0.0,branco
Só depois [LACUNA],-,descobriram,-,incorreta,0.0,branco
Não [LACUNA] coisa alguma,sobe,viajavam,verbo,classe_correta,0.5,classe_correta
Eles [LACUNA] trancados em casa durante todo o mês de férias,estão,ficavam,verbo,classe_correta,0.5,classe_correta
Ela [LACUNA] os folhetos das companhias de turismo,entrega,estudava,verbo,classe_correta,0.5,classe_correta
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,tera,editava,verbo,classe_correta,0.5,classe_correta
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,está,ficava,verbo,aceitavel,0.5,classe_correta
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",todos,Escrevia,pronome indefinido,incorreta,0.0,incorreta
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",poem,colava,verbo,aceitavel,0.5,classe_correta
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,têr,decorava,verbo,classe_correta,0.5,classe_correta
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,da,confirmá,contração,incorreta,0.5,classe_correta
Só [LACUNA] de casa à noite,sai,saíam,verbo,aceitavel,1.0,aceitavel
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,pratica,fazia,verbo,aceitavel,0.5,classe_correta
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,viu,comprava,verbo,classe_correta,0.5,classe_correta
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,-,depositava,-,incorreta,0.0,branco
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",é,era,verbo,aceitavel,1.0,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",trabalhava,trabalhava,verbo,exata,1.0,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",conseguia,juntaram,verbo,classe_correta,0.5,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",viajar,viajar,verbo,exata,1.0,exata
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",falar,contar,verbo,aceitavel,1.0,aceitavel
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",é,era,verbo,aceitavel,1.0,aceitavel
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",-,criaram,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",-,telefonavam,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",-,contarem,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",-,viajaram,-,incorreta,0.0,branco
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",-,enviavam,-,incorreta,0.0,branco
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",-,convidavam,-,incorreta,0.0,branco
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",-,verem,-,incorreta,0.0,branco
E [LACUNA] muitas histórias interessantes,-,contavam,-,incorreta,0.0,branco
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",-,contava,-,incorreta,0.0,branco
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",-,confirmava,-,incorreta,0.0,branco
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",-,suspirava,-,incorreta,0.0,branco
